26.475, 45.6, 0
24.225, 43.55, 0
22.475, 37.4, 0
22.525, 31.2, 0
22.075, 26.55, 0
20.575, 24.3, 0
21.675, 41.05, 0
18.275, 40.2, 0
17.425, 26.4, 0
17.525, 23.55, 0
19.975, 19.65, 0
21.125, 18.1, 0
23.275, 16.4, 0
29.525, 13.6, 0
35.725, 12.65, 0
39.975, 12.55, 0
45.825, 15.1, 0
48.125, 20.3, 0
49.725, 24.4, 0
49.575, 29.6, 0
48.375, 34.4, 0
46.675, 39.5, 0
43.675, 41.8, 0
35.925, 44.05, 0
29.325, 44.65, 0
25.625, 37.6, 0
30.275, 24.15, 0
37.875, 30.95, 0
33.175, 38.6, 0
42.775, 38.25, 0
44.175, 33.05, 0
40.475, 19.55, 0
34.675, 19.7, 0
30.275, 23.7, 0
26.325, 32.3, 0
22.025, 34, 0
19.575, 31.55, 0
26.075, 27.8, 0
34.025, 31, 0
31.875, 35.4, 0
34.225, 38.8, 0
40.925, 37.5, 0
45.825, 25.45, 0
36.775, 27.2, 0
33.675, 25.55, 0
36.175, 23, 0
41.275, 27.8, 0
32.775, 34.4, 0
30.825, 35.95, 0
25.475, 30.35, 0
27.325, 21.55, 0
31.375, 19, 0
40.175, 16.9, 0
44.525, 19.95, 0
46.375, 28.45, 0
44.575, 35.2, 0
39.925, 34.65, 0
35.425, 23.55, 0
29.275, 30, 0
25.275, 39.45, 0
36.825, 43.7, 0
45.375, 40.05, 0
36.975, 30.3, 0
33.425, 34.95, 0
30.175, 40.95, 0
31.925, 31.9, 0
35.425, 36.45, 0
39.775, 39.4, 0
42.925, 37.7, 0
44.725, 33.4, 0
43.325, 27.3, 0
38.975, 26.35, 0
32.675, 32.15, 0
28.725, 41.4, 0
35.925, 45.55, 0
42.775, 45.5, 0
45.225, 39.1, 0
42.475, 31.95, 0
38.175, 32.2, 0
32.975, 38.8, 0
38.275, 44.05, 0
45.875, 44.15, 0
46.525, 39.55, 0
45.975, 32.75, 0
41.825, 32, 0
35.875, 40.25, 0
41.725, 43.25, 0
40.225, 38.9, 0
41.075, 35.95, 0
44.225, 33.75, 0
48.075, 39.55, 0
43.675, 46.85, 0
35.925, 48.5, 0
32.325, 45.45, 0
31.325, 39.1, 0
39.525, 29.4, 0
43.975, 24.9, 0
45.775, 23.1, 0
44.425, 21.3, 0
39.875, 33.05, 0
32.275, 41.2, 0
31.725, 35.3, 0
34.075, 31, 0
41.575, 28.1, 0
48.175, 31.15, 0
46.925, 39.6, 0
42.825, 45.85, 0
35.575, 47.9, 0
29.625, 42.9, 0
29.575, 38.15, 0
30.525, 33.4, 0
33.925, 28.9, 0
38.575, 26.15, 0
41.725, 26.4, 0
50.375, 35.9, 0
47.075, 45.9, 0
44.275, 45.9, 0
46.925, 44.95, 0
46.175, 36.5, 0
46.875, 34.8, 0
41.225, 31, 0
37.525, 35.7, 0
33.875, 42.85, 0
33.375, 45.75, 0
30.275, 46.65, 0
28.325, 44.3, 0
34.275, 33.95, 0
42.075, 34.25, 0
42.975, 36.2, 0
39.175, 43.25, 0
34.575, 45.7, 0
41.425, 47.35, 0
34.275, 49, 0
29.875, 46.55, 0
40.675, 42.05, 0
40.325, 34.3, 0
45.025, 31.5, 0
46.375, 40.55, 0
41.525, 44.55, 0
28.525, 48.8, 0
26.975, 48.5, 0
23.225, 43.1, 0
28.625, 35.9, 0
35.375, 31.85, 0
32.475, 41.55, 0
29.175, 42.45, 0
29.875, 29.8, 0
37.075, 23.3, 0
41.775, 23.1, 0
45.675, 27.8, 0
44.775, 38, 0
44.775, 42.65, 0
38.575, 48.1, 0
38.825, 48.75, 0
43.725, 46.85, 0
37.925, 29.65, 0
32.675, 25.5, 0
38.725, 20.4, 0
43.325, 21.6, 0
46.025, 25.1, 0
30.475, 39.1, 0
24.975, 39.7, 0
25.075, 50.6, 1
28.875, 50, 1
32.225, 47.85, 1
33.675, 42.8, 1
35.625, 37.6, 1
36.525, 32.85, 1
36.125, 27.55, 1
35.325, 24.25, 1
30.925, 20.9, 1
28.225, 20.55, 1
20.075, 20, 1
11.225, 21.55, 1
3.575, 22.95, 1
2.625, 24.6, 1
1.725, 32.7, 1
0.725, 39.85, 1
3.275, 44.9, 1
7.725, 46.7, 1
12.975, 49.15, 1
17.075, 50.35, 1
26.925, 47.6, 1
16.625, 39.75, 1
10.575, 30.1, 1
22.825, 24.8, 1
27.675, 27.7, 1
25.175, 33.15, 1
19.975, 34.75, 1
17.725, 31.35, 1
13.225, 33.15, 1
10.375, 33.65, 1
21.125, 27.9, 1
25.725, 29.8, 1
26.425, 31.4, 1
26.675, 36.4, 1
22.825, 39.5, 1
18.225, 39.45, 1
15.125, 39.85, 1
15.725, 35.45, 1
10.975, 36.8, 1
9.425, 39.65, 1
19.825, 44.6, 1
16.025, 47.05, 1
7.175, 41, 1
7.825, 34.35, 1
17.275, 33.75, 1
18.225, 40.95, 1
19.775, 42.1, 1
22.325, 42.1, 1
14.725, 28.9, 1
18.025, 35.6, 1
22.875, 41.85, 1
23.475, 45, 1
21.175, 47.75, 1
12.725, 45.7, 1
6.525, 43.5, 1
13.475, 43.2, 1
18.125, 42.8, 1
10.575, 36.75, 1
19.925, 39.15, 1
21.775, 45.5, 1
22.775, 47.1, 1
24.125, 47.65, 1
18.975, 49.8, 1
7.825, 48.8, 1
7.075, 47.9, 1
4.025, 35.2, 1
6.975, 32.6, 1
10.375, 30.4, 1
9.325, 28.65, 1
7.375, 27.55, 1
5.275, 30.45, 1
5.525, 32.7, 1
8.875, 23.35, 1
19.625, 26.8, 1
24.325, 29.15, 1
26.125, 34.9, 1
26.775, 39.6, 1
26.025, 39.8, 1
22.975, 29, 1
9.825, 30.5, 1
9.575, 30.1, 1
10.225, 25.55, 1
17.275, 25.85, 1
16.125, 25.4, 1
15.025, 24.85, 1
12.125, 29.3, 1
14.275, 34.55, 1
16.025, 36.05, 1
14.025, 39.45, 1
11.975, 41.25, 1
12.825, 44.45, 1
17.225, 46.35, 1
19.175, 47.7, 1
22.825, 48.55, 1
22.075, 46.25, 1
5.625, 42.2, 1
3.275, 39.85, 1
7.025, 34.55, 1
11.875, 36.3, 1
20.825, 35.7, 1
18.475, 26.3, 1
13.625, 28.15, 1
11.675, 27.1, 1
18.025, 21.4, 1
23.125, 20.4, 1
25.975, 19.4, 1
12.525, 33.5, 1
9.075, 29.45, 1
11.925, 18.15, 1
15.975, 35.85, 1
11.825, 44.2, 1
7.575, 41.55, 1
21.175, 33.25, 1
22.525, 33.4, 1
13.625, 36.25, 1
16.675, 43.7, 1
22.175, 40.35, 1
22.375, 36.25, 1
25.075, 41.55, 1
16.775, 44.2, 1
10.775, 35.25, 1
10.275, 40.3, 1
7.375, 43.75, 1
4.525, 45.7, 1
16.025, 48.55, 1
17.425, 45.2, 1
5.425, 40.1, 1
13.625, 38.85, 1
18.025, 43.7, 1
14.475, 48.4, 1
9.275, 46.35, 1
10.575, 41.6, 1
8.275, 39.35, 1
13.025, 47.7, 1
17.525, 47.75, 1
8.175, 47.2, 1
7.175, 45.6, 1
7.525, 41.05, 1
5.125, 45.15, 1
4.275, 48.6, 1
7.125, 49.9, 1
11.675, 48.95, 1
11.975, 44.25, 1
6.925, 40.4, 1
5.725, 37.5, 1
6.325, 34.75, 1
20.125, 35.7, 1
19.375, 40.6, 1
16.075, 43.05, 1
11.825, 41.55, 1
10.825, 36.5, 1
8.125, 35.25, 1
4.175, 39.65, 1
3.625, 44.35, 1
2.675, 47.4, 1
0.125, 39.9, 1
1.225, 37.05, 1
3.075, 35.8, 1
7.975, 37, 1
6.175, 41.4, 1
3.125, 43.7, 1
2.025, 43.4, 1
2.375, 41.9, 1
2.025, 27.15, 2
2.075, 31.95, 2
2.875, 32.75, 2
12.175, 30.55, 2
21.475, 30.75, 2
26.025, 28.15, 2
29.875, 25.8, 2
8.025, 33.3, 2
15.275, 35.5, 2
26.075, 32.7, 2
31.975, 30.5, 2
32.775, 28.35, 2
33.525, 20.55, 2
33.725, 14.95, 2
30.075, 7.45, 2
28.575, 3.9, 2
24.525, 2.1, 2
19.075, 2.45, 2
14.625, 3.15, 2
4.175, 5.95, 2
5.275, 14.8, 2
22.825, 13.75, 2
23.975, 12.15, 2
29.675, 18.55, 2
29.875, 21.15, 2
27.525, 26.55, 2
18.875, 29.4, 2
12.775, 29.05, 2
24.575, 29.85, 2
31.725, 27.15, 2
32.325, 23.75, 2
30.375, 17.3, 2
21.025, 3.6, 2
15.725, 2.45, 2
8.525, 8.7, 2
8.375, 16.2, 2
18.675, 19.95, 2
24.025, 16.2, 2
18.375, 8.55, 2
13.325, 7.95, 2
11.425, 15.25, 2
16.225, 14, 2
18.525, 10, 2
21.875, 6.05, 2
22.775, 13.55, 2
12.125, 19.5, 2
5.475, 10.35, 2
5.025, 11.6, 2
5.175, 22.85, 2
13.725, 24.9, 2
20.625, 21.2, 2
21.625, 23.7, 2
11.575, 24.05, 2
9.925, 18.3, 2
8.725, 10.05, 2
8.325, 10.85, 2
2.175, 19.65, 2
3.475, 19.35, 2
7.125, 15.35, 2
5.825, 10.35, 2
5.125, 7.8, 2
8.175, 5.1, 2
10.675, 5.4, 2
14.775, 6.6, 2
18.775, 8.3, 2
20.125, 9.9, 2
15.175, 13.5, 2
13.875, 15.4, 2
16.575, 17.15, 2
14.725, 20.55, 2
10.825, 21.65, 2
6.225, 21.5, 2
5.375, 12, 2
7.225, 10.4, 2
10.325, 19.6, 2
7.625, 25.2, 2
10.625, 24.7, 2
14.025, 21.85, 2
9.575, 14.9, 2
5.475, 10.1, 2
4.075, 6.25, 2
12.175, 2.15, 2
15.025, 2.55, 2
20.625, 3.25, 2
25.875, 5.65, 2
25.425, 10.6, 2
26.775, 10.85, 2
26.275, 8.4, 2
25.625, 15.75, 2
24.775, 17.65, 2
17.125, 20.35, 2
12.675, 11.1, 2
14.625, 9.95, 2
16.925, 9.65, 2
9.325, 14, 2
8.425, 17.35, 2
6.175, 15.9, 2
9.775, 7.15, 2
11.025, 5, 2
14.575, 7.15, 2
16.975, 9.4, 2
18.125, 12.9, 2
16.125, 14.1, 2
10.075, 13.95, 2
8.225, 7.8, 2
16.025, 6.2, 2
18.175, 10.1, 2
18.725, 13.95, 2
17.525, 15.95, 2
10.275, 15.65, 2
3.575, 12.7, 2
9.925, 7.5, 2
15.325, 6.35, 2
16.475, 4.95, 2
18.925, 3.7, 2
22.425, 5.9, 2
22.625, 9.55, 2
21.775, 12.9, 2
24.675, 10.9, 2
26.275, 6.1, 2
23.025, 3.2, 2
31.975, 10.9, 2
10.425, 14.3, 2
7.825, 16.1, 2
20.025, 13.35, 2
17.525, 6.15, 2
13.075, 6.25, 2
8.475, 9.5, 2
6.375, 19.4, 2
2.225, 22.55, 2
1.325, 17.75, 2
1.625, 11.55, 2
1.225, 6.75, 2
4.375, 1.95, 2
11.425, 1.5, 2
15.925, 3.15, 2
7.975, 2.85, 2
5.225, 3.45, 2
3.975, 2.5, 2
3.275, 1.95, 2
2.125, 3.4, 2
2.475, 6.35, 2
2.775, 11.45, 2
2.825, 17.1, 2
3.175, 21.85, 2
5.525, 23.95, 2
7.925, 23.4, 2
13.775, 13.65, 2
21.375, 13.2, 2
24.625, 14.15, 2
22.675, 19.1, 2
19.475, 21.55, 2
24.975, 22.25, 2
24.875, 21.7, 2
12.075, 30.7, 2
9.025, 24.95, 2
24.775, 26.6, 2
28.475, 24.45, 2
27.675, 20.45, 2
21.875, 10.95, 2
19.575, 6.95, 2
20.875, 5.6, 2
14.125, 7.6, 2
11.125, 6.25, 2
9.425, 5.65, 2
4.225, 5.85, 2
8.525, 4.55, 2
11.825, 3.9, 2
14.825, 5.65, 2
13.875, 8.65, 2
11.625, 12.9, 2
8.425, 13.95, 2
6.875, 14.45, 2
7.025, 18.1, 2
6.525, 21.85, 2
10.425, 21.3, 2
13.775, 18.4, 2
12.375, 14.1, 2
10.125, 10.8, 2
11.525, 10.5, 2
14.225, 15.45, 2
24.275, 8.85, 2
21.475, 4.6, 2
17.925, 3.05, 2
10.825, 4.95, 2
7.025, 7.85, 2
14.075, 16.05, 2
9.425, 23.55, 2
4.225, 20.75, 2
2.775, 11.55, 2
4.475, 9.7, 2
10.025, 7.4, 2
5.925, 5.3, 2
6.525, 5.65, 2
17.925, 12.9, 2
21.525, 14.55, 2
19.275, 18.9, 2
18.625, 18.6, 2
19.225, 14.9, 2
18.725, 14.2, 2
15.825, 12, 2
12.275, 8.3, 2
8.375, 8.6, 2
6.325, 8.9, 2
12.175, 12.45, 2
30.775, 1.5, 3
30.325, 2.9, 3
27.825, 9.2, 3
27.975, 14.5, 3
28.275, 18.75, 3
27.225, 20.65, 3
25.775, 22.4, 3
34.025, 24.55, 3
42.875, 22.3, 3
44.975, 14.9, 3
35.275, 13.75, 3
27.025, 23.85, 3
30.975, 25.5, 3
41.925, 19.1, 3
43.025, 18.35, 3
40.375, 8.55, 3
41.125, 5.95, 3
45.625, 5.35, 3
47.425, 15.75, 3
44.525, 21.3, 3
34.125, 29.2, 3
44.575, 26.95, 3
44.625, 13.1, 3
46.225, 8.5, 3
45.825, 4.5, 3
37.425, 2.1, 3
26.625, 4.6, 3
22.825, 4.5, 3
16.425, 18.9, 3
17.925, 33, 3
19.775, 9.45, 3
45.075, 6.1, 3
46.275, 5.8, 3
41.625, 3.45, 3
29.925, 15.4, 3
35.275, 17.3, 3
37.175, 12.8, 3
37.025, 10.25, 3
34.775, 8, 3
35.375, 3.3, 3
37.325, 6.6, 3
25.975, 14.5, 3
35.475, 5.8, 3
31.275, 3.2, 3
30.975, 3.4, 3
29.425, 5.9, 3
34.475, 12.15, 3
33.425, 15.8, 3
36.375, 15.7, 3
37.475, 16.1, 3
41.025, 17.25, 3
42.025, 17.6, 3
44.025, 15.85, 3
44.525, 9.9, 3
45.325, 6.5, 3
42.925, 6, 3
42.325, 11.05, 3
42.725, 12.15, 3
45.325, 11, 3
47.525, 6.45, 3
48.225, 4.3, 3
48.075, 3, 3
45.225, 0.15, 3
37.825, 2.7, 3
34.925, 3.85, 3
36.975, 7.15, 3
41.475, 12.6, 3
42.575, 16.4, 3
37.475, 17.95, 3
35.975, 10.25, 3
38.025, 7.5, 3
42.175, 8.85, 3
44.125, 13.45, 3
39.125, 19.9, 3
41.425, 21.05, 3
44.075, 18.3, 3
44.325, 16.05, 3
45.675, 15.6, 3
45.425, 21.1, 3
38.925, 20.6, 3
35.625, 16.9, 3
31.925, 13.85, 3
33.025, 19.2, 3
32.175, 21.15, 3
29.775, 19.05, 3
30.225, 14.8, 3
29.825, 10.1, 3
30.475, 6.35, 3
33.775, 3.1, 3
43.425, 3.35, 3
45.175, 5.05, 3
47.575, 7.85, 3
47.875, 14.25, 3
47.325, 16.95, 3
45.525, 19.5, 3
37.325, 19.6, 3
30.775, 16.55, 3
30.225, 8.7, 3
32.525, 5.1, 3
45.175, 2.6, 3
46.775, 4.7, 3
39.725, 9.3, 3
37.175, 4.95, 3
36.375, 4.4, 3
33.025, 4.55, 3
32.625, 12.35, 3
32.275, 16.65, 3
30.625, 18.9, 3
35.675, 21.25, 3
38.825, 21.6, 3
45.825, 19.8, 3
46.675, 10.7, 3
48.375, 5.5, 3
38.175, 4.15, 3
35.025, 4.05, 3
42.825, 1.15, 3
47.025, 2.35, 3
45.175, 8.2, 3
39.825, 11.3, 3
33.625, 5.6, 3
36.525, 5.2, 3
42.725, 13.25, 3
38.375, 16.25, 3
36.725, 17.7, 3
29.725, 21.85, 3
29.175, 21.75, 3
28.825, 12.6, 3
28.975, 8.4, 3
43.675, 10.6, 3
41.875, 15.75, 3
32.525, 13.25, 3
34.325, 11.65, 3
41.725, 13.5, 3
39.175, 18.2, 3
37.375, 22.2, 3
41.375, 23.45, 3
40.175, 27.75, 3
41.725, 32.15, 3
38.875, 12, 3
44.525, 16.15, 3
40.125, 19.95, 3
35.275, 18.05, 3
44.475, 14.4, 3
40.625, 13.4, 3
39.625, 13.1, 3
40.275, 14.95, 3
48.175, 17.05, 3
44.825, 18.1, 3
44.875, 15.1, 3
45.125, 8.6, 3
40.425, 8.05, 3
36.275, 6.9, 3
33.525, 11.3, 3
33.475, 3.45, 3
33.775, 3, 3
47.125, 3.15, 3
41.525, 7.95, 3
34.675, 8.95, 3
33.475, 6, 3
34.625, 1.8, 3
41.275, 1.1, 3
41.475, 1.15, 3
44.975, 5.9, 3
43.975, 8.95, 3
45.825, 11, 3
41.675, 9.6, 3
32.075, 8.3, 3
32.025, 7.9, 3
33.625, 9.95, 3
33.775, 12.35, 3
35.825, 14.1, 3
35.125, 16.15, 3
36.575, 16.1, 3
37.275, 15.85, 3
38.575, 14.95, 3
